🕘️更新时间,#genre#
2026-04-20 01:47:23,http://tvlist.top/jd/index.php?id=cctv5p&qt=183.224.122.114:8014

📺央视频道,#genre#
CCTV-5+,http://tvlist.top/jd/index.php?id=cctv5p&qt=183.224.122.114:8014
CCTV-5+,https://iptv.catvod.com/live.php?id=CCTV5%2B
CCTV-5+,http://aik.ddnsfile.top:65235/rtp/239.21.1.142:5002

📡卫视频道,#genre#

☘️广东频道,#genre#
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,http://pull-skycorp.speedws.com/live/3S8xigHp0f96ji1GgfcK5muiuOFRADBtzjLxBEU2DqbBg5l1J7.flv
广东珠江,http://go.bkpcp.top/mg/gdzj
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://74.91.26.218:82/live/gdty.m3u8
广东体育,http://119.123.76.236:8086/hls/42/index.m3u8
广东体育,http://39.106.167.36/gdtv.php?id=47
广东体育,http://m.061899.xyz/mg/gdty
广东体育,https://www.wmviv.com/iptv/bc2t.php?id=gdty
广东体育,https://www.wmviv.com/iptv/bc2t.php?id=gdty&line=2
广东影视,http://k.061899.xyz/k.php?id=gdys
广东影视,https://www.wmviv.com/iptv/bc2t.php?id=gdys
广东影视,http://220.231.188.194:8088/hls/32/index.m3u8
广东影视,http://go.bkpcp.top/mg/gdys
大湾区卫视,http://leidayu.f3322.net:8086/hls/29/index.m3u8
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub

🌊港·澳·台,#genre#
翡翠台,https://pixman.passwdwork.cc.cd/proxy/57f2ebcfe2785671.m3u8
翡翠台,https://tk2.hugo.cc.cd/stream/tk2/jade/master.m3u8
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,https://o11.163189.xyz/stream/tvb/fct/
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
明珠台,http://mytv.cdn.loc.cc/o12.php?id=mzt
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
